bilberry_fruits,bilberry_fungi,bilberry_herbivory,bilberry_cover,cowberry_fruits,cowberry_fungi,cowberry_herbivory,cowberry_cover,thin,N,P,treatment_name,latitude,longitude,year,exp_name
0,0,0,5,0,31,7,70,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2015,952Ängesån
0,0,0,14,0,20,1,67,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2015,952Ängesån
25,8,12,64,0,7,3,36,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2015,952Ängesån
0,0,0,11,0,10,4,81,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2015,952Ängesån
1,0,10,21,0,3,2,25,thin,Nxtra,no_P,thinning+N,66.7180261478,22.6425419438,2014,952Ängesån
0,7,5,41,0,2,1,35,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2014,952Ängesån
5,0,4,21,2,1,0,8,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2014,952Ängesån
10,12,6,28,0,18,4,48,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2015,952Ängesån
0,0,0,0,0,14,4,79,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2015,952Ängesån
5,11,8,31,45,6,9,63,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2014,952Ängesån
7,8,9,25,12,9,1,47,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2014,952Ängesån
1,12,3,32,2,22,3,70,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2015,952Ängesån
0,0,6,45,0,7,0,33,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2015,952Ängesån
0,0,4,21,0,3,0,5,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2015,952Ängesån
0,0,0,14,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2015,952Ängesån
8,0,2,20,10,11,9,67,thin,Nxtra,no_P,thinning+N,66.7180261478,22.6425419438,2015,952Ängesån
0,0,8,21,0,3,3,46,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2014,952Ängesån
9,8,9,38,2,13,5,69,thin,Nxtra,no_P,thinning+N,66.7180261478,22.6425419438,2014,952Ängesån
5,5,6,28,0,9,2,55,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2014,952Ängesån
0,0,0,0,28,24,9,91,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2015,952Ängesån
0,0,0,0,0,23,6,79,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2014,952Ängesån
17,14,9,33,7,2,10,70,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2014,952Ängesån
0,3,7,22,0,7,2,22,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2015,952Ängesån
1,9,7,41,0,13,1,35,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2014,952Ängesån
23,0,1,49,0,11,0,39,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2015,952Ängesån
6,1,6,34,0,6,0,17,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2015,952Ängesån
0,10,4,49,0,12,3,30,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2014,952Ängesån
1,1,3,18,0,17,5,78,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2014,952Ängesån
2,4,2,10,0,7,0,27,thin,Nxtra,no_P,thinning+N,66.7180261478,22.6425419438,2015,952Ängesån
2,4,1,23,0,15,11,68,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2015,952Ängesån
0,0,1,14,0,0,2,57,thin,Nxtra,no_P,thinning+N,66.7180261478,22.6425419438,2015,952Ängesån
0,1,1,18,0,8,9,62,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2015,952Ängesån
0,0,2,4,0,16,7,65,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2015,952Ängesån
26,9,8,49,12,3,7,48,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2015,952Ängesån
0,1,2,30,0,6,3,29,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2015,952Ängesån
4,7,10,23,0,4,4,25,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2014,952Ängesån
0,0,1,2,0,5,2,27,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2014,952Ängesån
1,0,1,7,0,8,0,55,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2015,952Ängesån
0,0,2,6,0,6,3,68,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2014,952Ängesån
2,9,11,65,0,9,1,21,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2015,952Ängesån
1,10,18,78,0,10,3,39,thin,Nxtra,no_P,thinning+N,66.7180261478,22.6425419438,2014,952Ängesån
0,0,3,20,0,8,4,55,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2014,952Ängesån
7,0,4,16,0,4,1,17,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2014,952Ängesån
0,0,0,0,0,6,2,51,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2015,952Ängesån
23,0,0,83,0,18,0,57,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2015,952Ängesån
10,12,16,46,0,7,3,37,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2014,952Ängesån
5,1,3,30,0,21,11,83,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2015,952Ängesån
2,0,9,31,0,1,0,3,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2015,952Ängesån
0,0,0,0,0,33,0,62,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2015,952Ängesån
0,1,0,4,0,21,5,79,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2015,952Ängesån
13,4,4,14,0,6,1,29,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2015,952Ängesån
16,6,11,34,0,15,1,44,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2014,952Ängesån
9,6,4,13,0,19,6,56,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2015,952Ängesån
0,0,4,9,0,2,2,28,thin,Nxtra,no_P,thinning+N,66.7180261478,22.6425419438,2014,952Ängesån
0,0,0,0,0,4,5,89,thin,Nxtra,no_P,thinning+N,66.7180261478,22.6425419438,2014,952Ängesån
0,0,0,0,0,10,5,78,thin,Nxtra,no_P,thinning+N,66.7180261478,22.6425419438,2015,952Ängesån
0,5,7,38,0,3,5,46,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2014,952Ängesån
0,0,2,15,14,11,9,87,thin,Nxtra,no_P,thinning+N,66.7180261478,22.6425419438,2014,952Ängesån
1,8,2,18,0,14,6,69,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2014,952Ängesån
1,0,7,20,0,10,2,53,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2014,952Ängesån
1,2,0,9,12,11,6,85,thin,Nxtra,no_P,thinning+N,66.7180261478,22.6425419438,2014,952Ängesån
0,6,10,61,1,8,3,36,thin,Nxtra,no_P,thinning+N,66.7180261478,22.6425419438,2014,952Ängesån
0,3,3,7,10,11,5,60,thin,Nxtra,no_P,thinning+N,66.7180261478,22.6425419438,2014,952Ängesån
0,4,7,18,0,4,1,21,thin,Nxtra,no_P,thinning+N,66.7180261478,22.6425419438,2014,952Ängesån
0,0,0,0,0,0,2,27,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2014,952Ängesån
3,6,11,24,7,4,2,45,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2014,952Ängesån
2,1,1,3,11,19,12,97,thin,Nxtra,no_P,thinning+N,66.7180261478,22.6425419438,2014,952Ängesån
0,0,0,2,0,10,6,88,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2014,952Ängesån
0,0,0,6,0,3,1,8,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2015,952Ängesån
0,0,3,15,7,12,4,77,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2014,952Ängesån
7,0,10,36,0,6,3,49,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2014,952Ängesån
7,5,15,42,4,0,6,45,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2014,952Ängesån
0,0,0,0,0,3,1,18,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2014,952Ängesån
0,0,0,0,5,31,2,82,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2015,952Ängesån
5,0,3,12,34,7,8,78,thin,no_N,no_P,thinning,66.7180261478,22.6425419438,2014,952Ängesån
0,0,0,0,5,8,7,81,thin,Nxtra,Pxtra,thinning+NP,66.7180261478,22.6425419438,2014,952Ängesån
0,0,0,0,0,23,3,66,no_thin,no_N,no_P,not_thinned,66.7180261478,22.6425419438,2014,952Ängesån
8,4,2,58,3,9,5,55,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2014,991Sjöbrånet
0,0,0,6,0,17,0,66,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2015,991Sjöbrånet
25,3,2,55,0,4,2,41,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2015,991Sjöbrånet
0,0,0,0,3,29,3,76,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2015,991Sjöbrånet
5,2,5,37,0,2,1,9,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2015,991Sjöbrånet
0,3,7,21,2,9,5,56,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2014,991Sjöbrånet
0,0,0,0,3,16,8,83,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2014,991Sjöbrånet
0,2,0,29,0,11,10,84,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2015,991Sjöbrånet
3,0,4,16,3,29,6,65,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2014,991Sjöbrånet
11,0,4,30,7,39,4,61,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2014,991Sjöbrånet
11,0,3,67,0,15,4,52,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2015,991Sjöbrånet
1,0,2,9,0,17,6,80,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2015,991Sjöbrånet
4,3,16,61,8,18,2,48,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2014,991Sjöbrånet
33,0,20,73,0,5,2,13,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2014,991Sjöbrånet
3,5,8,53,0,8,3,40,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2014,991Sjöbrånet
0,0,0,3,0,11,6,64,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2015,991Sjöbrånet
25,3,4,48,5,10,5,56,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2015,991Sjöbrånet
4,3,3,75,10,9,3,46,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2015,991Sjöbrånet
25,2,4,76,0,10,3,35,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2015,991Sjöbrånet
0,0,1,5,0,10,5,65,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2015,991Sjöbrånet
8,4,6,56,0,8,8,30,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2014,991Sjöbrånet
9,0,5,51,0,19,4,49,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2014,991Sjöbrånet
22,0,7,46,2,7,4,53,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2015,991Sjöbrånet
17,1,5,43,0,7,4,45,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2015,991Sjöbrånet
1,0,5,15,0,5,2,35,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2015,991Sjöbrånet
6,15,1,97,0,0,0,0,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2015,991Sjöbrånet
0,0,1,4,0,36,5,73,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2015,991Sjöbrånet
0,2,9,61,27,6,4,36,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2014,991Sjöbrånet
2,1,6,44,0,12,5,66,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2014,991Sjöbrånet
50,7,0,94,0,0,0,0,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2015,991Sjöbrånet
4,0,1,17,0,6,8,78,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2015,991Sjöbrånet
2,0,2,24,3,4,5,48,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2015,991Sjöbrånet
0,0,3,8,0,32,2,67,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2014,991Sjöbrånet
15,3,7,52,0,6,2,38,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2015,991Sjöbrånet
10,0,6,95,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2015,991Sjöbrånet
5,4,3,34,4,1,5,29,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2015,991Sjöbrånet
9,5,6,84,0,5,7,35,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2014,991Sjöbrånet
0,0,6,24,0,10,2,54,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2014,991Sjöbrånet
8,4,1,48,0,14,8,61,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2015,991Sjöbrånet
24,4,8,45,0,9,5,52,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2015,991Sjöbrånet
11,1,10,83,0,2,5,21,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2014,991Sjöbrånet
20,4,11,94,0,11,2,18,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2014,991Sjöbrånet
0,0,0,8,22,6,4,44,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2014,991Sjöbrånet
1,0,14,38,15,3,5,26,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2014,991Sjöbrånet
7,0,6,21,0,1,3,30,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2014,991Sjöbrånet
0,0,0,0,18,28,7,81,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2014,991Sjöbrånet
2,5,8,84,0,0,1,6,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2014,991Sjöbrånet
6,1,6,58,0,4,3,31,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2015,991Sjöbrånet
5,0,9,56,0,4,1,33,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2015,991Sjöbrånet
0,0,0,0,8,11,0,94,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2015,991Sjöbrånet
0,0,1,44,0,10,0,41,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2015,991Sjöbrånet
7,6,7,49,0,5,4,43,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2015,991Sjöbrånet
0,3,3,99,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2015,991Sjöbrånet
4,3,9,46,3,4,3,43,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2014,991Sjöbrånet
14,6,5,79,11,2,1,14,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2014,991Sjöbrånet
2,0,7,28,8,21,3,54,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2014,991Sjöbrånet
4,2,19,65,0,10,2,32,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2014,991Sjöbrånet
0,0,0,7,0,6,0,34,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2014,991Sjöbrånet
6,5,9,53,0,9,3,67,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2014,991Sjöbrånet
2,3,5,59,0,0,1,6,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2015,991Sjöbrånet
0,0,2,5,2,29,5,64,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2014,991Sjöbrånet
10,0,11,74,0,5,0,22,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2015,991Sjöbrånet
2,0,3,9,12,13,7,66,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2014,991Sjöbrånet
1,1,2,18,3,18,2,48,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2014,991Sjöbrånet
17,2,8,43,3,4,1,26,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2015,991Sjöbrånet
12,0,2,80,0,8,1,22,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2015,991Sjöbrånet
9,2,1,66,0,13,1,31,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2015,991Sjöbrånet
9,3,12,54,0,3,4,31,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2015,991Sjöbrånet
19,0,4,45,0,9,5,52,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2015,991Sjöbrånet
12,8,8,73,0,2,1,18,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2015,991Sjöbrånet
26,6,3,92,0,2,1,9,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2015,991Sjöbrånet
13,4,8,86,0,1,1,11,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2015,991Sjöbrånet
1,2,14,56,0,5,7,32,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2014,991Sjöbrånet
4,5,10,47,0,13,6,46,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2014,991Sjöbrånet
9,0,11,71,0,10,0,54,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2015,991Sjöbrånet
0,1,8,37,0,1,2,26,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2015,991Sjöbrånet
11,0,5,35,4,10,2,54,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2014,991Sjöbrånet
14,4,7,46,0,5,0,28,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2014,991Sjöbrånet
9,12,6,32,0,18,0,28,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2014,991Sjöbrånet
5,5,10,45,0,17,3,42,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2014,991Sjöbrånet
4,0,8,27,12,11,1,50,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2015,991Sjöbrånet
14,2,7,54,0,0,1,9,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2015,991Sjöbrånet
9,1,10,71,0,5,3,15,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2014,991Sjöbrånet
8,4,6,74,0,3,3,15,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2014,991Sjöbrånet
0,0,1,4,4,24,9,82,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2014,991Sjöbrånet
25,2,14,91,0,9,1,17,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2014,991Sjöbrånet
59,2,21,43,0,2,1,10,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2014,991Sjöbrånet
1,49,8,65,0,4,3,23,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2015,991Sjöbrånet
16,5,4,95,0,11,3,27,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2015,991Sjöbrånet
6,0,5,81,0,5,1,10,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2015,991Sjöbrånet
12,0,5,39,0,13,3,64,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2014,991Sjöbrånet
18,2,4,49,5,8,2,44,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2014,991Sjöbrånet
0,0,3,37,0,19,4,42,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2015,991Sjöbrånet
2,0,3,17,4,13,6,68,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2014,991Sjöbrånet
4,0,4,17,6,12,0,61,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2015,991Sjöbrånet
0,0,1,29,0,4,2,35,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2015,991Sjöbrånet
14,5,12,81,7,2,2,25,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2014,991Sjöbrånet
12,0,12,57,0,5,4,61,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2014,991Sjöbrånet
0,0,10,35,0,15,2,51,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2014,991Sjöbrånet
15,5,4,55,0,9,2,26,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2015,991Sjöbrånet
8,2,6,29,0,18,6,56,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2014,991Sjöbrånet
7,5,6,44,3,5,1,17,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2014,991Sjöbrånet
1,0,3,9,0,3,2,19,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2014,991Sjöbrånet
0,0,0,0,0,14,8,77,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2014,991Sjöbrånet
15,6,7,50,6,18,5,52,thin,Nxtra,no_P,thinning+N,64.3555418842,19.8228840301,2014,991Sjöbrånet
13,1,3,39,0,8,4,51,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2015,991Sjöbrånet
3,0,4,21,3,29,1,56,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2014,991Sjöbrånet
2,1,12,34,28,8,5,45,thin,no_N,no_P,thinning,64.3555418842,19.8228840301,2014,991Sjöbrånet
12,0,0,39,0,12,4,46,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2015,991Sjöbrånet
3,0,2,44,0,8,1,46,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2015,991Sjöbrånet
13,8,21,84,0,2,0,7,thin,Nxtra,Pxtra,thinning+NP,64.3555418842,19.8228840301,2014,991Sjöbrånet
0,0,7,48,0,1,5,41,no_thin,no_N,no_P,not_thinned,64.3555418842,19.8228840301,2015,991Sjöbrånet
28,0,0,2,0,7,2,7,thin,no_N,no_P,thinning,67.4752064986,23.0991328954,2015,994Kolkonjoki
1,1,9,25,0,6,1,48,no_thin,no_N,no_P,not_thinned,67.4752064986,23.0991328954,2014,994Kolkonjoki
0,0,10,13,0,11,2,52,thin,no_N,no_P,thinning,67.4752064986,23.0991328954,2014,994Kolkonjoki
0,3,5,42,7,5,1,63,thin,Nxtra,no_P,thinning+N,67.4752064986,23.0991328954,2014,994Kolkonjoki
2,0,0,48,0,4,0,7,thin,Nxtra,no_P,thinning+N,67.4752064986,23.0991328954,2015,994Kolkonjoki
0,1,4,11,10,14,4,80,no_thin,no_N,no_P,not_thinned,67.4752064986,23.0991328954,2014,994Kolkonjoki
2,0,4,24,4,5,0,39,thin,Nxtra,no_P,thinning+N,67.4752064986,23.0991328954,2015,994Kolkonjoki
0,0,0,57,0,2,2,20,thin,Nxtra,no_P,thinning+N,67.4752064986,23.0991328954,2015,994Kolkonjoki
0,0,0,2,0,5,0,44,thin,Nxtra,no_P,thinning+N,67.4752064986,23.0991328954,2014,994Kolkonjoki
0,0,0,0,0,6,0,31,thin,Nxtra,no_P,thinning+N,67.4752064986,23.0991328954,2015,994Kolkonjoki
9,1,7,28,18,12,0,78,thin,Nxtra,Pxtra,thinning+NP,67.4752064986,23.0991328954,2014,994Kolkonjoki
0,0,0,33,0,2,1,50,no_thin,no_N,no_P,not_thinned,67.4752064986,23.0991328954,2015,994Kolkonjoki
9,0,3,35,0,6,3,34,thin,Nxtra,no_P,thinning+N,67.4752064986,23.0991328954,2015,994Kolkonjoki
5,2,8,54,0,4,1,41,thin,Nxtra,Pxtra,thinning+NP,67.4752064986,23.0991328954,2014,994Kolkonjoki
20,0,0,65,0,7,0,18,thin,Nxtra,Pxtra,thinning+NP,67.4752064986,23.0991328954,2015,994Kolkonjoki
2,0,6,46,0,2,0,14,thin,Nxtra,no_P,thinning+N,67.4752064986,23.0991328954,2014,994Kolkonjoki
0,0,2,15,0,14,0,67,no_thin,no_N,no_P,not_thinned,67.4752064986,23.0991328954,2014,994Kolkonjoki
13,0,0,77,0,3,0,34,thin,Nxtra,Pxtra,thinning+NP,67.4752064986,23.0991328954,2015,994Kolkonjoki
39,0,0,64,0,3,0,57,thin,Nxtra,Pxtra,thinning+NP,67.4752064986,23.0991328954,2015,994Kolkonjoki
0,0,6,23,0,7,2,42,thin,Nxtra,no_P,thinning+N,67.4752064986,23.0991328954,2014,994Kolkonjoki
29,0,8,85,0,4,0,22,thin,Nxtra,Pxtra,thinning+NP,67.4752064986,23.0991328954,2015,994Kolkonjoki
14,0,2,44,0,9,1,9,thin,no_N,no_P,thinning,67.4752064986,23.0991328954,2015,994Kolkonjoki
3,4,0,73,0,5,2,26,thin,Nxtra,Pxtra,thinning+NP,67.4752064986,23.0991328954,2014,994Kolkonjoki
3,1,13,49,0,12,1,37,thin,no_N,no_P,thinning,67.4752064986,23.0991328954,2014,994Kolkonjoki
6,0,4,48,0,11,1,32,thin,no_N,no_P,thinning,67.4752064986,23.0991328954,2014,994Kolkonjoki
2,0,8,15,15,16,2,74,no_thin,no_N,no_P,not_thinned,67.4752064986,23.0991328954,2014,994Kolkonjoki
0,0,9,39,0,16,0,42,no_thin,no_N,no_P,not_thinned,67.4752064986,23.0991328954,2014,994Kolkonjoki
5,2,10,32,2,15,2,59,thin,Nxtra,no_P,thinning+N,67.4752064986,23.0991328954,2014,994Kolkonjoki
13,0,13,43,0,16,1,53,thin,no_N,no_P,thinning,67.4752064986,23.0991328954,2014,994Kolkonjoki
0,0,0,11,0,36,0,54,thin,Nxtra,no_P,thinning+N,67.4752064986,23.0991328954,2015,994Kolkonjoki
13,0,0,31,0,1,0,1,thin,no_N,no_P,thinning,67.4752064986,23.0991328954,2015,994Kolkonjoki
0,0,1,9,0,31,2,50,no_thin,no_N,no_P,not_thinned,67.4752064986,23.0991328954,2014,994Kolkonjoki
36,8,14,32,0,16,2,16,thin,no_N,no_P,thinning,67.4752064986,23.0991328954,2015,994Kolkonjoki
29,0,0,34,0,6,0,6,thin,no_N,no_P,thinning,67.4752064986,23.0991328954,2015,994Kolkonjoki
0,0,4,11,4,7,5,48,no_thin,no_N,no_P,not_thinned,67.4752064986,23.0991328954,2015,994Kolkonjoki
1,0,2,12,0,17,2,58,no_thin,no_N,no_P,not_thinned,67.4752064986,23.0991328954,2015,994Kolkonjoki
6,0,6,33,0,10,1,39,thin,Nxtra,no_P,thinning+N,67.4752064986,23.0991328954,2014,994Kolkonjoki
12,0,3,33,0,10,0,29,thin,no_N,no_P,thinning,67.4752064986,23.0991328954,2014,994Kolkonjoki
4,0,1,7,0,10,0,41,thin,Nxtra,no_P,thinning+N,67.4752064986,23.0991328954,2014,994Kolkonjoki
